call_id,opened_at,month,call_direction,call_reason,call_type,linked_incident,company,opened_by
CALL0390356,2024-09-04 12:46:20,2024-09,Outbound to Other,Follow-up,Incident,INC24106587,AXA FRANCE ADMIN,Agent_140
CALL0390372,2024-09-04 13:34:49,2024-09,Outbound to user,Information,Incident,INC23988545,AXA FRANCE ADMIN,Agent_104
CALL0390376,2024-09-04 13:36:52,2024-09,Outbound to user,Update,Incident,INC23969401,AXA FRANCE ADMIN,Agent_104
CALL0390378,2024-09-04 13:40:44,2024-09,Outbound to user,Update,Incident,INC23957491,JURIDICA,Agent_104
CALL0390381,2024-09-04 13:54:05,2024-09,Inbound from User,Other,Incident,INC24107625,AXA FRANCE ADMIN,Agent_056
CALL0390391,2024-09-04 14:08:38,2024-09,Inbound from User,Update,Incident,INC24108995,AXA FRANCE ADMIN,Agent_004
CALL0390402,2024-09-04 14:12:54,2024-09,Inbound from User,Update,Incident,INC24017250,AXA FRANCE ADMIN,Agent_104
CALL0390412,2024-09-04 14:19:48,2024-09,Outbound to user,Other,Incident,INC23859606,AXA FRANCE ADMIN,Agent_127
CALL0390420,2024-09-04 14:29:26,2024-09,Inbound from User,Information,Incident,INC24061642,AXA FRANCE ADMIN,Agent_009
CALL0390428,2024-09-04 14:38:02,2024-09,Outbound to Other,Follow-up,Incident,INC24109305,AXA FRANCE ADMIN,Agent_083
CALL0390430,2024-09-04 14:38:07,2024-09,Inbound from Other,Update,Incident,INC24077796,AXA FRANCE ADMIN,Agent_104
CALL0390432,2024-09-04 14:40:38,2024-09,Inbound from User,Follow-up,Incident,INC24107688,AXA FRANCE AEP,Agent_147
CALL0390434,2024-09-04 14:41:44,2024-09,Outbound to user,Information,Incident,INC23845430,AXA FRANCE ADMIN,Agent_009
CALL0390440,2024-09-04 14:47:36,2024-09,Outbound to user,Other,Incident,INC23565142,AXA FRANCE ADMIN,Agent_127
CALL0390442,2024-09-04 14:48:33,2024-09,Outbound to Support group,Information,Incident,INC23845430,AXA FRANCE ADMIN,Agent_009
CALL0390445,2024-09-04 14:50:35,2024-09,Outbound to user,Information,Incident,INC23957658,AXA FRANCE ADMIN,Agent_009
CALL0390451,2024-09-04 14:55:23,2024-09,Outbound to user,Other,Incident,INC23700459,JURIDICA,Agent_127
CALL0390452,2024-09-04 14:55:42,2024-09,Outbound to user,Information,Incident,INC24029946,AXA FRANCE ADMIN,Agent_009
CALL0390453,2024-09-04 14:56:36,2024-09,Outbound to user,Other,Incident,INC23596077,AXA FRANCE ADMIN,Agent_127
CALL0390454,2024-09-04 14:57:10,2024-09,Inbound from Other,Information,Incident,INC24099898,AXA FRANCE ADMIN,Agent_002
CALL0390460,2024-09-04 15:01:07,2024-09,Outbound to user,Other,Incident,INC23771840,AXA FRANCE ADMIN,Agent_127
CALL0390461,2024-09-04 15:02:27,2024-09,Outbound to Support group,Update,Incident,INC23991787,AXA FRANCE ADMIN,Agent_051
CALL0390462,2024-09-04 15:02:52,2024-09,Outbound to user,Update,Incident,INC23932810,AXA FRANCE ADMIN,Agent_115
CALL0390466,2024-09-04 15:03:32,2024-09,Outbound to user,Information,Incident,INC24049552,AXA FRANCE ADMIN,Agent_009
CALL0390467,2024-09-04 15:03:44,2024-09,Outbound to user,Other,Incident,INC23532815,AXA FRANCE ADMIN,Agent_127
CALL0390469,2024-09-04 15:04:19,2024-09,Outbound to Other,Follow-up,Incident,INC24062401,AXA FRANCE ADMIN,Agent_023
CALL0390470,2024-09-04 15:04:42,2024-09,Outbound to user,Information,Incident,INC24054009,AXA FRANCE ADMIN,Agent_003
CALL0390472,2024-09-04 15:05:35,2024-09,Outbound to Support group,Update,Incident,INC24100769,AXA FRANCE ADMIN,Agent_051
CALL0390473,2024-09-04 15:07:00,2024-09,Outbound to Other,Follow-up,Incident,INC24106766,AXA FRANCE ADMIN,Agent_116
CALL0390477,2024-09-04 15:08:02,2024-09,Outbound to user,Update,Incident,INC23816731,AXA FRANCE ADMIN,Agent_115
CALL0390479,2024-09-04 15:08:26,2024-09,Outbound to user,Other,Incident,INC24038792,AXA FRANCE ADMIN,Agent_127
CALL0390481,2024-09-04 15:10:04,2024-09,Outbound to Other,Follow-up,Incident,INC24109261,AXA FRANCE ADMIN,Agent_140
CALL0390482,2024-09-04 15:10:17,2024-09,Outbound to user,Update,Incident,INC24100731,UGIPS,Agent_033
CALL0390484,2024-09-04 15:12:23,2024-09,Outbound to user,Other,Incident,INC24016825,AXA FRANCE ADMIN,Agent_127
CALL0390486,2024-09-04 15:12:34,2024-09,Outbound to user,Update,Incident,INC23961493,AXA FRANCE ADMIN,Agent_115
CALL0390487,2024-09-04 15:12:43,2024-09,Outbound to Support group,Update,Incident,INC24109903,AXA FRANCE ADMIN,Agent_104
CALL0390489,2024-09-04 15:14:45,2024-09,Outbound to user,Other,Incident,INC24020133,AXA FRANCE ADMIN,Agent_127
CALL0390490,2024-09-04 15:14:54,2024-09,Inbound from User,Follow-up,Incident,INC23596077,AXA FRANCE ADMIN,Agent_128
CALL0390493,2024-09-04 15:16:15,2024-09,Outbound to user,Update,Incident,INC23846977,AXA FRANCE ADMIN,Agent_115
CALL0390495,2024-09-04 15:16:54,2024-09,Outbound to user,Update,Incident,INC24053967,AXA FRANCE ADMIN,Agent_033
CALL0390496,2024-09-04 15:18:05,2024-09,Outbound to user,Other,Incident,INC23763237,AXA FRANCE ADMIN,Agent_127
CALL0390497,2024-09-04 15:20:07,2024-09,Outbound to Support group,Other,Incident,INC24109893,AXA FRANCE ADMIN,Agent_056
CALL0390499,2024-09-04 15:20:29,2024-09,Outbound to Support group,Other,Incident,INC24109935,AXA FRANCE ADMIN,Agent_056
CALL0390503,2024-09-04 15:22:11,2024-09,Outbound to Support group,Other,Incident,INC24109985,AXA FRANCE ADMIN,Agent_056
CALL0390504,2024-09-04 15:23:04,2024-09,Outbound to Support group,Other,Incident,INC24109935,AXA FRANCE ADMIN,Agent_056
CALL0390505,2024-09-04 15:23:46,2024-09,Outbound to user,Information,Incident,INC23792070,AXA FRANCE ADMIN,Agent_003
CALL0390507,2024-09-04 15:24:06,2024-09,Outbound to user,Update,Incident,INC23828558,AXA Services MOROCCO,Agent_115
CALL0390511,2024-09-04 15:26:08,2024-09,Inbound from Other,Information,Incident,INC24109290,AXA FRANCE ADMIN,Agent_002
CALL0390512,2024-09-04 15:26:13,2024-09,Outbound to user,Information,Incident,INC24096592,AXA FRANCE ADMIN,Agent_003
CALL0390515,2024-09-04 15:28:21,2024-09,Outbound to user,Update,Incident,INC24105326,JURIDICA,Agent_033
CALL0390516,2024-09-04 15:28:33,2024-09,Outbound to user,Update,Incident,INC23844387,AXA FRANCE ADMIN,Agent_115
CALL0390517,2024-09-04 15:28:47,2024-09,Inbound from Other,Information,Incident,INC24079489,AXA FRANCE ADMIN,Agent_002
CALL0390529,2024-09-04 15:35:43,2024-09,Outbound to user,Other,Incident,INC23669403,JURIDICA,Agent_127
CALL0390530,2024-09-04 15:35:46,2024-09,Outbound to user,Update,Incident,INC23989356,AXA FRANCE ADMIN,Agent_033
CALL0390537,2024-09-04 15:38:27,2024-09,Outbound to user,Other,Incident,INC24082005,AXA FRANCE ADMIN,Agent_127
CALL0390538,2024-09-04 15:39:25,2024-09,Inbound from User,Information,Incident,INC24042665,AXA FRANCE ADMIN,Agent_104
CALL0390540,2024-09-04 15:39:51,2024-09,Outbound to user,Update,Incident,INC23730823,AXA FRANCE ADMIN,Agent_004
CALL0390542,2024-09-04 15:41:00,2024-09,Inbound from Other,Information,Incident,INC24110203,AXA FRANCE ADMIN,Agent_002
CALL0390546,2024-09-04 15:41:26,2024-09,Outbound to user,Update,Incident,INC23753332,AXA FRANCE ADMIN,Agent_004
CALL0390553,2024-09-04 15:49:18,2024-09,Outbound to user,Update,Incident,INC23776103,JURIDICA,Agent_004
CALL0390555,2024-09-04 15:50:26,2024-09,Inbound from User,Follow-up,Incident,INC24109893,AXA FRANCE ADMIN,Agent_144
CALL0390557,2024-09-04 15:50:42,2024-09,Outbound to Support group,Update,Incident,INC24110362,AXA FRANCE ADMIN,Agent_115
CALL0390559,2024-09-04 15:52:04,2024-09,Outbound to user,Update,Incident,INC23998553,AXA FRANCE AEP,Agent_033
CALL0390560,2024-09-04 15:52:33,2024-09,Inbound from User,Follow-up,Incident,INC24107530,AXA FRANCE ADMIN,Agent_144
CALL0390563,2024-09-04 15:53:02,2024-09,Outbound to user,Other,Incident,INC23829535,JURIDICA,Agent_127
CALL0390565,2024-09-04 15:55:08,2024-09,Outbound to user,Other,Incident,INC23687610,AXA FRANCE ADMIN,Agent_127
CALL0390566,2024-09-04 15:55:39,2024-09,Inbound from User,Follow-up,Incident,INC24109935,AXA FRANCE ADMIN,Agent_144
CALL0390570,2024-09-04 15:57:27,2024-09,Inbound from User,Follow-up,Incident,INC24109985,AXA FRANCE ADMIN,Agent_144
CALL0390572,2024-09-04 16:01:06,2024-09,Outbound to user,Update,Incident,INC23825562,AXA FRANCE ADMIN,Agent_004
CALL0390573,2024-09-04 16:02:38,2024-09,Inbound from User,Follow-up,Incident,INC24110362,AXA FRANCE ADMIN,Agent_147
CALL0390575,2024-09-04 16:08:22,2024-09,Outbound to Other,Follow-up,Incident,INC24079495,AXA FRANCE ADMIN,Agent_140
CALL0390582,2024-09-04 16:11:27,2024-09,Outbound to user,Follow-up,Incident,INC23774337,AXA FRANCE ADMIN,Agent_056
CALL0390583,2024-09-04 16:12:40,2024-09,Inbound from User,Update,Incident,INC23825562,AXA FRANCE ADMIN,Agent_004
CALL0390587,2024-09-04 16:14:48,2024-09,Outbound to user,Follow-up,Incident,INC23793856,AXA FRANCE ADMIN,Agent_056
CALL0390589,2024-09-04 16:15:20,2024-09,Outbound to user,Other,Incident,INC23922472,AXA FRANCE ADMIN,Agent_127
CALL0390590,2024-09-04 16:15:46,2024-09,Inbound from User,Information,Incident,INC24110580,AXA BANQUE,Agent_009
CALL0390591,2024-09-04 16:16:21,2024-09,Outbound to user,Follow-up,Incident,INC23929629,AXA BANQUE,Agent_056
CALL0390594,2024-09-04 16:18:40,2024-09,Outbound to user,Follow-up,Incident,INC23942731,AXA BANQUE,Agent_056
CALL0390597,2024-09-04 16:19:59,2024-09,Outbound to user,Update,Incident,INC23932533,AXA FRANCE ADMIN,Agent_004
CALL0390599,2024-09-04 16:22:14,2024-09,Outbound to user,Update,Incident,INC23961096,AXA FRANCE AEP,Agent_004
CALL0390607,2024-09-04 16:25:49,2024-09,Outbound to user,Follow-up,Incident,INC23998553,AXA FRANCE AEP,Agent_033
CALL0390612,2024-09-04 16:32:23,2024-09,Outbound to Other,Follow-up,Incident,INC24109903,AXA FRANCE ADMIN,Agent_116
CALL0390621,2024-09-04 16:42:03,2024-09,Outbound to Support group,Information,Incident,INC24110863,AXA FRANCE ADMIN,Agent_104
CALL0390622,2024-09-04 16:42:48,2024-09,Inbound from Other,Information,Incident,INC24039255,AXA FRANCE ADMIN,Agent_002
CALL0390628,2024-09-04 16:45:55,2024-09,Outbound to Support group,Other,Incident,INC24110777,AXA FRANCE ADMIN,Agent_056
CALL0390631,2024-09-04 16:48:13,2024-09,Outbound to user,Follow-up,Incident,INC23808802,AXA FRANCE ADMIN,Agent_056
CALL0390633,2024-09-04 16:49:49,2024-09,Inbound from User,Update,Incident,INC23932533,AXA FRANCE ADMIN,Agent_104
CALL0390637,2024-09-04 16:52:59,2024-09,Outbound to user,Update,Incident,INC23932533,AXA FRANCE ADMIN,Agent_004
CALL0390639,2024-09-04 16:54:09,2024-09,Inbound from User,Update,Incident,INC23932533,AXA FRANCE ADMIN,Agent_004
CALL0390640,2024-09-04 16:54:31,2024-09,Outbound to user,Information,Incident,INC23923723,AXA FRANCE ADMIN,Agent_033
CALL0390643,2024-09-04 16:57:30,2024-09,Outbound to user,Follow-up,Incident,INC24018868,AXA FRANCE AEP,Agent_056
CALL0390650,2024-09-04 17:14:49,2024-09,Inbound from User,Information,Incident,INC24106347,AXA FRANCE ADMIN,Agent_099
CALL0390671,2024-09-04 17:46:25,2024-09,Outbound to user,Update,Incident,INC23666167,AXA FRANCE ADMIN,Agent_115
CALL0390673,2024-09-04 17:49:08,2024-09,Outbound to user,Update,Incident,INC23844387,AXA FRANCE ADMIN,Agent_115
CALL0390697,2024-09-05 08:25:42,2024-09,Inbound from User,Information,Incident,INC24115638,AXA FRANCE ADMIN,Agent_003
CALL0390702,2024-09-05 09:06:33,2024-09,Inbound from User,Update,Incident,INC24080566,AXA FRANCE ADMIN,Agent_104
CALL0390708,2024-09-05 09:15:49,2024-09,Outbound to user,Other,Incident,INC24019605,AXA BANQUE,Agent_056
CALL0390710,2024-09-05 09:16:39,2024-09,Outbound to Other,Follow-up,Incident,INC24116560,AXA FRANCE ADMIN,Agent_116
CALL0390714,2024-09-05 09:24:57,2024-09,Inbound from User,Follow-up,Incident,INC24116192,AXA FRANCE ADMIN,Agent_075
CALL0390715,2024-09-05 09:26:23,2024-09,Outbound to user,Follow-up,Incident,INC24029769,AXA FRANCE ADMIN,Agent_056
CALL0390720,2024-09-05 09:28:24,2024-09,Outbound to user,Follow-up,Incident,INC24030193,AXA FRANCE ADMIN,Agent_056
CALL0390721,2024-09-05 09:28:47,2024-09,Inbound from User,Follow-up,Incident,INC24116192,AXA FRANCE ADMIN,Agent_033
CALL0390724,2024-09-05 09:29:08,2024-09,Outbound to user,Follow-up,Incident,INC24026727,AXA FRANCE ADMIN,Agent_120
CALL0390727,2024-09-05 09:34:20,2024-09,Outbound to Support group,Information,Incident,INC24116915,AXA FRANCE ADMIN,Agent_009
CALL0390729,2024-09-05 09:36:24,2024-09,Outbound to user,Follow-up,Incident,INC24037843,AXA FRANCE ADMIN,Agent_056
CALL0390730,2024-09-05 09:38:41,2024-09,Outbound to Support group,Information,Incident,INC24116192,AXA FRANCE ADMIN,Agent_033
CALL0390735,2024-09-05 09:41:41,2024-09,Outbound to user,Follow-up,Incident,INC24042839,AXA FRANCE ADMIN,Agent_056
CALL0390736,2024-09-05 09:43:03,2024-09,Outbound to user,Follow-up,Incident,INC24081026,AXA FRANCE ADMIN,Agent_056
CALL0390738,2024-09-05 09:44:22,2024-09,Outbound to user,Information,Incident,INC23565534,AXA FRANCE ADMIN,Agent_003
CALL0390740,2024-09-05 09:45:18,2024-09,Outbound to user,Information,Incident,INC23968465,AXA FRANCE AGIPI,Agent_099
CALL0390741,2024-09-05 09:45:30,2024-09,Outbound to Other,Follow-up,Incident,INC24109305,AXA FRANCE ADMIN,Agent_116
CALL0390744,2024-09-05 09:45:40,2024-09,Outbound to user,Follow-up,Incident,INC23979200,AXA FRANCE ADMIN,Agent_056
CALL0390745,2024-09-05 09:46:23,2024-09,Outbound to user,Information,Incident,INC23982192,AXA FRANCE ADMIN,Agent_072
CALL0390749,2024-09-05 09:48:56,2024-09,Outbound to user,Follow-up,Incident,INC24081508,AXA FRANCE ADMIN,Agent_056
CALL0390750,2024-09-05 09:50:30,2024-09,Outbound to user,Update,Incident,INC23988638,AXA FRANCE ADMIN,Agent_004
CALL0390751,2024-09-05 09:52:19,2024-09,Outbound to user,Follow-up,Incident,INC24096063,AXA FRANCE ADMIN,Agent_072
CALL0390754,2024-09-05 09:55:40,2024-09,Outbound to Support group,Other,Incident,INC24117280,AXA FRANCE ADMIN,Agent_056
CALL0390755,2024-09-05 09:55:48,2024-09,Outbound to user,Update,Incident,INC23990355,AXA FRANCE ADMIN,Agent_115
CALL0390758,2024-09-05 09:59:37,2024-09,Outbound to user,Update,Incident,INC23816731,AXA FRANCE ADMIN,Agent_115
CALL0390760,2024-09-05 10:00:44,2024-09,Outbound to Other,Follow-up,Incident,INC24117280,AXA FRANCE ADMIN,Agent_116
CALL0390762,2024-09-05 10:03:05,2024-09,Outbound to Support group,Follow-up,Incident,INC24079318,AXA FRANCE ADMIN,Agent_079
CALL0390764,2024-09-05 10:05:03,2024-09,Inbound from User,Information,Incident,INC24081508,AXA FRANCE ADMIN,Agent_104
CALL0390766,2024-09-05 10:06:07,2024-09,Outbound to Other,Follow-up,Incident,INC24110863,AXA FRANCE ADMIN,Agent_083
CALL0390770,2024-09-05 10:07:41,2024-09,Inbound from User,Follow-up,Incident,INC23968465,AXA FRANCE AGIPI,Agent_075
CALL0390775,2024-09-05 10:13:45,2024-09,Outbound to user,Information,Incident,INC23990211,AXA FRANCE ADMIN,Agent_072
CALL0390776,2024-09-05 10:14:47,2024-09,Outbound to Support group,Other,Incident,INC24117791,AXA BANQUE,Agent_056
CALL0390778,2024-09-05 10:17:42,2024-09,Outbound to Support group,Information,Incident,INC24117842,AXA BANQUE,Agent_104
CALL0390780,2024-09-05 10:19:11,2024-09,Inbound from User,Follow-up,Incident,INC24116963,AXA BANQUE,Agent_153
CALL0390784,2024-09-05 10:22:02,2024-09,Outbound to user,Other,Incident,INC23472109,AXA FRANCE ADMIN,Agent_127
CALL0390788,2024-09-05 10:23:10,2024-09,Outbound to Other,Follow-up,Incident,INC24111079,AXA FRANCE ADMIN,Agent_083
CALL0390792,2024-09-05 10:25:59,2024-09,Outbound to user,Follow-up,Incident,INC24049850,AXA FRANCE ADMIN,Agent_115
CALL0390793,2024-09-05 10:26:02,2024-09,Outbound to user,Follow-up,Incident,INC24039595,UGIPS,Agent_153
CALL0390798,2024-09-05 10:28:55,2024-09,Inbound from User,Update,Incident,INC23988638,AXA FRANCE ADMIN,Agent_113
CALL0390806,2024-09-05 10:39:20,2024-09,Outbound to user,Information,Incident,INC23982009,AXA Services MOROCCO,Agent_099
CALL0390807,2024-09-05 10:39:31,2024-09,Outbound to user,Update,Incident,INC23968940,AXA ASSURCREDIT,Agent_115
CALL0390809,2024-09-05 10:41:36,2024-09,Outbound to user,Update,Incident,INC23150737,AXA ASSURCREDIT,Agent_004
CALL0390810,2024-09-05 10:42:30,2024-09,Inbound from User,Follow-up,Incident,INC23988638,AXA FRANCE ADMIN,Agent_033
CALL0390811,2024-09-05 10:42:42,2024-09,Inbound from User,Update,Incident,INC23988638,AXA FRANCE ADMIN,Agent_004
CALL0390813,2024-09-05 10:45:49,2024-09,Outbound to user,Follow-up,Incident,INC24014902,AXA FRANCE ADMIN,Agent_075
CALL0390816,2024-09-05 10:49:05,2024-09,Outbound to Support group,Information,Incident,INC24118256,AXA FRANCE ADMIN,Agent_009
CALL0390817,2024-09-05 10:49:11,2024-09,Inbound from Other,Information,Incident,INC24029796,AXA FRANCE ADMIN,Agent_002
CALL0390818,2024-09-05 10:49:40,2024-09,Inbound from User,Update,Incident,INC23988703,JURIDICA,Agent_033
CALL0390819,2024-09-05 10:49:48,2024-09,Outbound to user,Follow-up,Incident,INC24026438,AXA FRANCE ADMIN,Agent_075
CALL0390821,2024-09-05 10:51:01,2024-09,Inbound from Other,Information,Incident,INC24048197,UGIPS,Agent_002
CALL0390822,2024-09-05 10:52:14,2024-09,Outbound to Support group,Information,Incident,INC24118376,AXA FRANCE ADMIN,Agent_009
CALL0390828,2024-09-05 11:00:57,2024-09,Outbound to user,Follow-up,Incident,INC23421105,SOGAREP,Agent_075
CALL0390829,2024-09-05 11:01:30,2024-09,Outbound to Other,Follow-up,Incident,INC24110727,AXA FRANCE ADMIN,Agent_083
CALL0390830,2024-09-05 11:01:45,2024-09,Outbound to user,Update,Incident,INC24029517,UGIPS,Agent_115
CALL0390833,2024-09-05 11:04:31,2024-09,Inbound from User,Follow-up,Incident,INC24017250,AXA FRANCE ADMIN,Agent_033
CALL0390835,2024-09-05 11:05:45,2024-09,Outbound to user,Follow-up,Incident,INC24111565,AXA FRANCE ADMIN,Agent_028
CALL0390836,2024-09-05 11:05:58,2024-09,Outbound to user,Update,Incident,INC24094533,AXA FRANCE ADMIN,Agent_115
CALL0390839,2024-09-05 11:09:09,2024-09,Outbound to user,Information,Incident,INC23999151,AXA BANQUE,Agent_104
CALL0390840,2024-09-05 11:10:52,2024-09,Inbound from User,Update,Incident,INC24026818,SOGAREP,Agent_104
CALL0390846,2024-09-05 11:16:53,2024-09,Inbound from User,Information,Incident,INC24117390,AXA FRANCE ADMIN,Agent_002
CALL0390849,2024-09-05 11:18:38,2024-09,Outbound to Support group,Other,Incident,INC24118109,PREFIKAR,Agent_171
CALL0390861,2024-09-05 11:25:04,2024-09,Inbound from User,Follow-up,Incident,INC24059225,UGIPS,Agent_056
CALL0390871,2024-09-05 11:30:33,2024-09,Outbound to user,Follow-up,Incident,INC24108886,AXA FRANCE ADMIN,Agent_056
CALL0390874,2024-09-05 11:32:30,2024-09,Inbound from Other,Information,Incident,INC24107649,AXA FRANCE ADMIN,Agent_002
CALL0390875,2024-09-05 11:34:18,2024-09,Inbound from User,Follow-up,Incident,INC24099101,AXA FRANCE ADMIN,Agent_144
CALL0390877,2024-09-05 11:35:34,2024-09,Inbound from User,Update,Incident,INC23981556,AXA FRANCE ADMIN,Agent_004
CALL0390878,2024-09-05 11:35:36,2024-09,Outbound to user,Follow-up,Incident,INC23774337,AXA FRANCE ADMIN,Agent_056
CALL0390882,2024-09-05 11:38:48,2024-09,Inbound from Other,Information,Incident,INC24079226,AXA FRANCE ADMIN,Agent_002
CALL0390886,2024-09-05 11:40:05,2024-09,Outbound to user,Update,Incident,INC23819628,AXA FRANCE ADMIN,Agent_004
CALL0390888,2024-09-05 11:41:27,2024-09,Inbound from User,Follow-up,Incident,INC24105991,AXA BANQUE,Agent_050
CALL0390893,2024-09-05 11:45:10,2024-09,Inbound from User,Follow-up,Incident,INC24099088,AXA FRANCE ADMIN,Agent_050
CALL0390897,2024-09-05 11:48:31,2024-09,Outbound to user,Follow-up,Incident,INC23961227,AXA FRANCE ADMIN,Agent_114
CALL0390898,2024-09-05 11:49:00,2024-09,Outbound to user,Update,Incident,INC23828559,AXA FRANCE ADMIN,Agent_004
CALL0390899,2024-09-05 11:49:11,2024-09,Inbound from User,Update,Incident,INC24119000,AXA FRANCE ADMIN,Agent_104
CALL0390900,2024-09-05 11:49:52,2024-09,Outbound to user,Follow-up,Incident,INC24119130,AXA FRANCE ADMIN,Agent_056
CALL0390901,2024-09-05 11:50:39,2024-09,Inbound from Other,Information,Incident,INC23971322,AXA FRANCE ADMIN,Agent_002
CALL0390904,2024-09-05 11:53:10,2024-09,Outbound to user,Update,Incident,INC23835529,AXA FRANCE ADMIN,Agent_004
CALL0390907,2024-09-05 11:56:39,2024-09,Outbound to Other,Follow-up,Incident,INC24118862,AXA FRANCE ADMIN,Agent_140
CALL0390908,2024-09-05 11:56:44,2024-09,Outbound to Other,Follow-up,Incident,INC24118303,AXA FRANCE ADMIN,Agent_116
CALL0390912,2024-09-05 11:58:51,2024-09,Inbound from User,Follow-up,Incident,INC24119092,AXA FRANCE ADMIN,Agent_075
CALL0390919,2024-09-05 12:02:15,2024-09,Outbound to user,Follow-up,Incident,INC24097515,AXA TECH SHARED SERVICES INDIA,Agent_056
CALL0390921,2024-09-05 12:02:54,2024-09,Inbound from User,Information,Incident,INC24118767,AXA FRANCE ADMIN,Agent_002
CALL0390923,2024-09-05 12:04:44,2024-09,Outbound to user,Other,Incident,INC23968200,AXA FRANCE ADMIN,Agent_114
CALL0390927,2024-09-05 12:08:18,2024-09,Inbound from User,Follow-up,Incident,INC24119062,UGIPS,Agent_033
CALL0390928,2024-09-05 12:08:21,2024-09,Inbound from User,Follow-up,Incident,INC24117791,AXA BANQUE,Agent_129
CALL0390930,2024-09-05 12:09:54,2024-09,Outbound to Support group,Information,Incident,INC24119062,UGIPS,Agent_033
CALL0390933,2024-09-05 12:11:49,2024-09,Inbound from User,Follow-up,Incident,INC24119174,AXA BANQUE,Agent_056
CALL0390934,2024-09-05 12:12:26,2024-09,Inbound from User,Follow-up,Incident,INC24115638,AXA FRANCE ADMIN,Agent_129
CALL0390940,2024-09-05 12:15:17,2024-09,Inbound from User,Follow-up,Incident,INC24118909,AXA FRANCE ADMIN,Agent_129
CALL0390941,2024-09-05 12:15:39,2024-09,Outbound to user,Other,Incident,INC24082802,AXA FRANCE ADMIN,Agent_114
CALL0390942,2024-09-05 12:17:27,2024-09,Outbound to Support group,Information,Incident,INC24119572,AXA FRANCE ADMIN,Agent_033
CALL0390943,2024-09-05 12:17:36,2024-09,Inbound from User,Follow-up,Incident,INC24119174,AXA BANQUE,Agent_056
CALL0390944,2024-09-05 12:18:03,2024-09,Inbound from User,Follow-up,Incident,INC24080571,AXA BANQUE,Agent_129
CALL0390947,2024-09-05 12:19:09,2024-09,Outbound to Support group,Other,Incident,INC24016945,AXA FRANCE ADMIN,Agent_114
CALL0390948,2024-09-05 12:19:29,2024-09,Inbound from User,Update,Incident,INC24117377,AXA FRANCE ADMIN,Agent_104
CALL0390950,2024-09-05 12:21:55,2024-09,Outbound to user,Information,Incident,INC24018373,AXA FRANCE ADMIN,Agent_099
CALL0390951,2024-09-05 12:24:23,2024-09,Outbound to Other,Follow-up,Incident,INC24116915,AXA FRANCE ADMIN,Agent_108
CALL0390954,2024-09-05 12:36:36,2024-09,Outbound to user,Follow-up,Incident,INC24097327,AXA FRANCE ADMIN,Agent_120
CALL0390955,2024-09-05 12:38:24,2024-09,Outbound to Support group,Other,Incident,INC24096806,AXA FRANCE ADMIN,Agent_114
CALL0390958,2024-09-05 12:41:04,2024-09,Outbound to Support group,Other,Incident,INC24106255,AXA FRANCE ADMIN,Agent_114
CALL0390963,2024-09-05 12:55:08,2024-09,Outbound to Other,Follow-up,Incident,INC24118600,AXA FRANCE ADMIN,Agent_083
CALL0390968,2024-09-05 13:23:41,2024-09,Inbound from User,Follow-up,Incident,INC24105848,AXA FRANCE ADMIN,Agent_129
CALL0390969,2024-09-05 13:29:08,2024-09,Outbound to Other,Follow-up,Incident,INC24116858,UGIPS,Agent_097
CALL0390971,2024-09-05 13:39:34,2024-09,Outbound to Other,Follow-up,Incident,INC24098258,AXA FRANCE ADMIN,Agent_108
CALL0390975,2024-09-05 13:57:06,2024-09,Outbound to Support group,Update,Incident,INC24120238,AXA FRANCE ADMIN,Agent_104
CALL0390978,2024-09-05 13:59:33,2024-09,Outbound to Other,Follow-up,Incident,INC24119572,AXA FRANCE ADMIN,Agent_100
CALL0390982,2024-09-05 14:04:43,2024-09,Outbound to user,Other,Incident,INC23971322,AXA FRANCE ADMIN,Agent_114
CALL0390986,2024-09-05 14:07:36,2024-09,Outbound to user,Follow-up,Incident,INC24080588,AXA FRANCE ADMIN,Agent_028
CALL0390993,2024-09-05 14:11:28,2024-09,Outbound to Support group,Other,Incident,INC24120980,AXA FRANCE ADMIN,Agent_056
CALL0391013,2024-09-05 14:23:44,2024-09,Inbound from User,Other,Incident,INC24119333,AXA FRANCE ADMIN,Agent_075
CALL0391020,2024-09-05 14:25:01,2024-09,Outbound to Support group,Information,Incident,INC24121127,UGIPS,Agent_033
CALL0391023,2024-09-05 14:26:53,2024-09,Inbound from User,Other,Incident,INC24119333,AXA FRANCE ADMIN,Agent_127
CALL0391029,2024-09-05 14:32:47,2024-09,Inbound from User,Follow-up,Incident,INC24120980,AXA FRANCE ADMIN,Agent_144
CALL0391036,2024-09-05 14:35:37,2024-09,Outbound to Other,Follow-up,Incident,INC23472109,AXA FRANCE ADMIN,Agent_083
CALL0391045,2024-09-05 14:40:57,2024-09,Inbound from User,Other,Incident,INC24120920,AXA FRANCE ADMIN,Agent_127
CALL0391047,2024-09-05 14:42:29,2024-09,Inbound from User,Follow-up,Incident,INC24075922,AXA FRANCE ADMIN,Agent_120
CALL0391052,2024-09-05 14:44:26,2024-09,Outbound to user,Update,Incident,INC24080920,AXA FRANCE ADMIN,Agent_033
CALL0391056,2024-09-05 14:46:18,2024-09,Outbound to user,Follow-up,Incident,INC24095580,AXA FRANCE ADMIN,Agent_120
CALL0391059,2024-09-05 14:47:48,2024-09,Outbound to user,Information,Incident,INC23248354,AXA FRANCE AGENT,Agent_009
