ticket_id,opened_at,resolved_at,month,contact_type,company,category,subcategory,service,environment,state,incident_state,major_incident_state,closure_code,reopen_count,domain,reassignment_count,assignment_group,first_call_resolution,knowledge_article_used,resolution_time_hours,opened_by,assigned_to,resolved_by,resolved_by_group,creator_group
INC23845748,2024-08-02 14:27:29,2024-08-02 14:38:12,2024-08,Chat,AXA FRANCE ADMIN,Logiciel,Code Error,My Support - VIVASTATION,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP REACTIVATION WAC/RACF,0.1786111111111111,Agent_075,Agent_075,Agent_075,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23845745,2024-08-02 14:27:10,2024-08-02 14:41:41,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,How to,My Support - Outlook,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP  PARAMETRAGE,0.24194444444444443,Agent_104,Agent_104,Agent_104,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23845714,2024-08-02 14:22:45,2024-08-05 11:09:10,2024-08,Phone,AXA FRANCE ADMIN,Matériel,Hardware broken,My support - Laptop,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,OSS-TERRASSES_L1_DSIAF,False,AFR WP  HARDWARE NON FONCTIONNEL ,68.77361111111111,Agent_113,Agent_083,Agent_083,OSS-TERRASSES_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23845650,2024-08-02 14:15:41,2024-08-02 14:16:53,2024-08,Chat,AXA FRANCE ADMIN,Flash Call,Other,My support - Call Desk,Production,Closed,Closed,,Call Error,0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,[SILVA] - Procédure - Règles d'utilisation des Templates ,0.02,Agent_150,Agent_150,Agent_150,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23845649,2024-08-02 14:15:36,2024-08-02 14:22:20,2024-08,Phone,AXA FRANCE ADMIN,Application,Other,My Support - SALESFORCE,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP APPLICATION METIER CODE ERROR,0.11222222222222222,Agent_033,Agent_033,Agent_033,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23845642,2024-08-02 14:14:38,2024-08-02 14:46:17,2024-08,Phone,AXA FRANCE ADMIN,Security,Hardware Encryption,My Support - Bitlocker,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,[BITLOCKER] - Procédure - Déblocage du PIN,0.5275,Agent_114,Agent_114,Agent_114,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23845592,2024-08-02 14:08:14,2024-08-02 14:26:34,2024-08,On-Call Service,AXA FRANCE ADMIN,Access,Disabled / Expired,My Support - Windows,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,[WINDOWS] - Procédure - Solution à l'apparition intempestive du Pop-up sécurité Windows ,0.3055555555555556,Agent_002,Agent_002,Agent_002,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23845538,2024-08-02 13:57:44,2024-08-07 16:08:16,2024-08,Phone,AXA FRANCE ADMIN,Application,Other,My support - Mobile Edition Bypass,Production,Closed,Closed,,Résolu (contournement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,False,,122.17555555555556,Agent_113,Agent_113,Agent_009,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23845532,2024-08-02 13:57:34,2024-08-02 14:07:54,2024-08,Phone,AXA FRANCE AEP,Access,Authorization error,My support - Active Directory,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP AD LEGACY - Gestion Account,0.17222222222222222,Agent_002,Agent_002,Agent_002,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23845468,2024-08-02 13:48:17,2024-08-02 13:52:05,2024-08,Chat,AXA FRANCE ADMIN,Application,Code Error,My Support - VIVASTATION,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP REACTIVATION WAC/RACF,0.06333333333333334,Agent_075,Agent_075,Agent_075,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23845430,2024-08-02 13:42:00,,2024-08,Phone,AXA FRANCE ADMIN,Network Drive,Access Rights,My Support - Shared Resource,Production,En attente d'infos utilisateur,En attente d'infos utilisateur,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,3,SD_ADMIN_L1_DSIAF,False,AFR WP NETWORK DRIVE ACCESS RIGHTS,,Agent_104,Agent_009,,,SD_ADMIN_L1_DSIAF
INC23845391,2024-08-02 13:33:41,2024-08-02 14:19:12,2024-08,Phone,AXA FRANCE ADMIN,Matériel,Other,My support - Laptop,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,OSS-TERRASSES_L1_DSIAF,False,AFR WP  HARDWARE NON FONCTIONNEL ,0.7586111111111111,Agent_033,Agent_083,Agent_083,OSS-TERRASSES_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23845269,2024-08-02 13:11:24,2024-08-08 10:39:03,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,How to,My support - Other Apps,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,False,AFR WP INQUIRY HOW TO,141.46083333333334,Agent_075,Agent_075,Agent_075,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23845174,2024-08-02 12:50:04,2024-08-02 13:39:20,2024-08,Chat,AXA FRANCE ADMIN,Flash Call,Other,My support - Call Desk,Production,Closed,Closed,,Call Error,0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,[SILVA] - Procédure - Règles d'utilisation des Templates ,0.8211111111111111,Agent_113,Agent_113,Agent_113,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844965,2024-08-02 12:19:25,2024-08-02 16:45:58,2024-08,Phone,AXA FRANCE ADMIN,Matériel,Hardware broken,My support - Laptop,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,OSS-VALDEFONTENAY_L1_DSIAF,False,AFR WP  HARDWARE NON FONCTIONNEL ,4.4425,Agent_150,Agent_129,Agent_129,OSS-VALDEFONTENAY_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844955,2024-08-02 12:18:04,2024-08-02 16:57:16,2024-08,Phone,AXA Services MOROCCO,Access,Other,My Support - VDI,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP VDI - Incident Overview,4.653333333333333,Agent_114,Agent_114,Agent_114,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844918,2024-08-02 12:14:51,2024-08-02 12:40:36,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,How to,My Support - Sharepoint,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP INQUIRY HOW TO,0.42916666666666664,Agent_002,Agent_002,Agent_002,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844894,2024-08-02 12:12:44,2024-08-02 12:18:43,2024-08,Phone,AXA FRANCE ADMIN,Flash Call,Other,My support - Call Desk,Production,Closed,Closed,,Call Error,0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,[SILVA] - Procédure - Règles d'utilisation des Templates ,0.09972222222222223,Agent_150,Agent_150,Agent_150,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844889,2024-08-02 12:12:34,2024-08-02 12:49:48,2024-08,Phone,AXA FRANCE ADMIN,Application,Other,My support - Other Apps,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR ASSIST FONCTIONNELLE / OUT OF SCOPE,0.6205555555555555,Agent_033,Agent_033,Agent_033,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844807,2024-08-02 12:03:53,2024-08-02 12:06:08,2024-08,Phone,AXA ATOUT CŒUR,Other,Unknown,My support - Call Desk,Production,Closed,Closed,,Call Error,0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR AFSE APPEL BLANC,0.0375,Agent_051,Agent_051,Agent_051,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844785,2024-08-02 12:02:04,2024-08-02 12:20:18,2024-08,Phone,AXA FRANCE ADMIN,Network Drive,Access Rights,My Support - Shared Resource,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP NETWORK DRIVE ACCESS RIGHTS,0.3038888888888889,Agent_104,Agent_104,Agent_104,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844724,2024-08-02 11:57:01,2024-08-02 12:08:27,2024-08,Phone,AXA Services MOROCCO,Access,Account locked,My support - Active Directory,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP AD LEGACY - Gestion Account,0.19055555555555556,Agent_150,Agent_150,Agent_150,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844651,2024-08-02 11:50:36,2024-08-02 12:28:58,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,Other,My support - Other Apps,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP  PARAMETRAGE,0.6394444444444445,Agent_099,Agent_099,Agent_099,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844615,2024-08-02 11:45:26,2024-08-02 11:59:27,2024-08,Phone,AXA FRANCE ADMIN,Application,Other,My support - Other Apps,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR ASSIST FONCTIONNELLE / OUT OF SCOPE,0.2336111111111111,Agent_033,Agent_033,Agent_033,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844610,2024-08-02 11:45:18,2024-08-02 11:55:10,2024-08,Phone,AXA Services MOROCCO,Access,Account locked,My support - Active Directory,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP AD LEGACY - Gestion Account,0.16444444444444445,Agent_104,Agent_104,Agent_104,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844607,2024-08-02 11:45:08,2024-08-02 16:54:17,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,How to,My support - Laptop,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP INQUIRY HOW TO,5.1525,Agent_114,Agent_114,Agent_114,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844567,2024-08-02 11:42:41,2024-08-02 11:51:33,2024-08,Phone,AXA FRANCE ADMIN,Access,Account locked,My Support - VIVASTATION,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP REACTIVATION WAC/RACF,0.14777777777777779,Agent_150,Agent_150,Agent_150,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844511,2024-08-02 11:38:56,2024-08-02 11:44:45,2024-08,Phone,AXA FRANCE ADMIN,Flash Call,Other,My support - Call Desk,Production,Closed,Closed,,Call Error,0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,[SILVA] - Procédure - Règles d'utilisation des Templates ,0.09694444444444444,Agent_114,Agent_114,Agent_114,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844501,2024-08-02 11:37:57,2024-08-02 11:42:26,2024-08,Phone,AXA FRANCE ADMIN,Application,Data,My Support - SOLARIS,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP APPLICATION METIER CODE ERROR,0.07472222222222222,Agent_104,Agent_104,Agent_104,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844483,2024-08-02 11:36:19,2024-08-02 12:03:38,2024-08,Phone,AXA FRANCE ADMIN,Access,Login failure,My Support - SPOOLNET,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP REACTIVATION WAC/RACF,0.4552777777777778,Agent_141,Agent_141,Agent_141,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844449,2024-08-02 11:33:35,2024-08-02 11:46:42,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,How to,My support - NITRO,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP INQUIRY HOW TO,0.21861111111111112,Agent_128,Agent_128,Agent_128,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844447,2024-08-02 11:33:22,2024-08-02 12:22:04,2024-08,Phone,AXA FRANCE ADMIN,Application,Unavailability,My Support - VIVASTATION,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,1,OSS-TERRASSES_L1_DSIAF,False,AFR WP APPLICATION METIER CODE ERROR,0.8116666666666666,Agent_113,Agent_083,Agent_083,OSS-TERRASSES_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844426,2024-08-02 11:30:54,2024-08-02 11:45:37,2024-08,Phone,AXA FRANCE ADMIN,Network,Connectivity,My Support - Provider Internet,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP CONNECTIVITY NON PHYSICAL,0.2452777777777778,Agent_099,Agent_099,Agent_099,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844387,2024-08-02 11:27:01,,2024-08,Phone,AXA FRANCE ADMIN,Mail,Send/Receive,My Support - Outlook,Production,En attente d'infos utilisateur,En attente d'infos utilisateur,,,1,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP SEND RECEIVE,,Agent_115,Agent_115,,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844304,2024-08-02 11:20:26,2024-08-02 11:39:57,2024-08,Chat,AXA FRANCE ADMIN,Question / aide,Réinitialisation du mot de passe,My Support - SIEGE,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP MDP WAC/RACF,0.3252777777777778,Agent_002,Agent_002,Agent_002,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844215,2024-08-02 11:14:07,2024-08-02 17:25:44,2024-08,Phone,UGIPS,Matériel,Other,My Support - Clavier,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,OSS-UGIPS_L1_DSIAF,False,AFR WP  HARDWARE NON FONCTIONNEL ,6.193611111111111,Agent_002,Agent_097,Agent_097,OSS-UGIPS_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844167,2024-08-02 11:11:06,2024-08-02 11:27:21,2024-08,On-Call Service,AXA FRANCE ADMIN,Flash Call,Other,My support - Call Desk,Production,Closed,Closed,,Résolu (définitivement),1,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,[SILVA] - Procédure - Règles d'utilisation des Templates ,0.2708333333333333,Agent_113,Agent_113,Agent_113,OSS-TERRASSES_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844166,2024-08-02 11:10:58,2024-08-06 09:22:28,2024-08,Phone,AXA FRANCE ADMIN,Network Drive,Availability,My Support - Shared Resource,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L2_DSIAF,False,AFR WP NETWORK DRIVE AVAILABILITY,94.19166666666666,Agent_051,Agent_003,Agent_003,SD_ADMIN_L2_DSIAF,SD_ADMIN_L1_DSIAF
INC23844110,2024-08-02 11:06:12,2024-08-20 12:33:58,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,How to,My Support - One Account,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,False,AFR WP INQUIRY HOW TO,433.4627777777778,Agent_104,Agent_104,Agent_104,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23844016,2024-08-02 10:59:20,2024-08-02 11:26:41,2024-08,Phone,UGIPS,Question / aide,Performance,My Support - Sibel,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP  PARAMETRAGE,0.4558333333333333,Agent_128,Agent_128,Agent_128,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23843997,2024-08-02 10:57:01,2024-08-02 11:11:44,2024-08,Phone,AXA FRANCE ADMIN,Application,Unavailability,My support - Other Apps,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP APPLICATION METIER CODE ERROR,0.2452777777777778,Agent_113,Agent_113,Agent_113,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23843990,2024-08-02 10:56:19,2024-08-02 11:15:39,2024-08,Phone,AXA FRANCE ADMIN,Access,Login failure,My support - Active Directory,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP AD LEGACY - Gestion Account,0.32222222222222224,Agent_150,Agent_150,Agent_150,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23843953,2024-08-02 10:52:50,2024-08-02 11:01:27,2024-08,Phone,AXA FRANCE ADMIN,Access,Login failure,My support - Active Directory,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP AD Win Edition - Gestion Account,0.1436111111111111,Agent_141,Agent_141,Agent_141,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23843935,2024-08-02 10:51:55,2024-08-02 16:10:36,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,How to,My support - Other Apps,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,OSS-VALDEFONTENAY_L1_DSIAF,False,AFR WP INQUIRY HOW TO,5.311388888888889,Agent_114,Agent_129,Agent_084,OSS-VALDEFONTENAY_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23843880,2024-08-02 10:47:46,2024-08-02 10:50:54,2024-08,Phone,AXA FRANCE ADMIN,Flash Call,Other,My support - Call Desk,Production,Closed,Closed,,Call Error,0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,[SILVA] - Procédure - Règles d'utilisation des Templates ,0.052222222222222225,Agent_150,Agent_150,Agent_150,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23843837,2024-08-02 10:44:16,2024-08-02 10:54:22,2024-08,Phone,AXA FRANCE ADMIN,Access,Profile,My support - Active Directory,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP AD Win Edition - Gestion Account,0.16833333333333333,Agent_113,Agent_113,Agent_113,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23843819,2024-08-02 10:42:59,2024-08-02 10:54:36,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,Other,My Support - SALESFORCE,Production,Closed,Closed,,Rejected (Out of Scope),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP INQUIRY OUT OF SCOPE,0.19361111111111112,Agent_051,Agent_051,Agent_051,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23843779,2024-08-02 10:40:47,2024-08-02 10:49:46,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,Réinitialisation du mot de passe,My Support - VIVASTATION,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP MDP WAC/RACF,0.14972222222222223,Agent_114,Agent_114,Agent_114,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23843695,2024-08-02 10:33:53,,2024-08,Phone,AXA FRANCE ADMIN,Telephony,Other,My support - ECCO,Production,En cours de traitement,En cours de traitement,,,0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,False,,,Agent_099,Agent_115,,,SD_ADMIN_L1_DSIAF
INC23843672,2024-08-02 10:32:14,2024-08-02 10:41:29,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,Other,My support - Laptop,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP  PARAMETRAGE,0.15416666666666667,Agent_113,Agent_113,Agent_113,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23843666,2024-08-02 10:31:52,2024-08-22 15:54:43,2024-08,Phone,AXA FRANCE ADMIN,Telephony,Other,My support - ECCO,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,False,,485.3808333333333,Agent_002,Agent_002,Agent_002,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23843541,2024-08-02 10:22:02,2024-08-02 10:35:18,2024-08,Phone,AXA FRANCE ADMIN,Access,Authorization error,My support - Active Directory,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,False,AFR WP ACCESS REACTIVATE  EXPIRED ACCOUNT,0.22111111111111112,Agent_051,Agent_051,Agent_051,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23843495,2024-08-02 10:17:31,2024-08-02 11:38:45,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,Réinitialisation du mot de passe,My support - Other Apps,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP MDP WAC/RACF,1.353888888888889,Agent_114,Agent_114,Agent_114,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23843486,2024-08-02 10:16:59,2024-08-02 10:46:02,2024-08,Phone,AXA FRANCE ADMIN,Network,Connectivity,My support - VPN Win V2,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP CONNECTIVITY NON PHYSICAL,0.4841666666666667,Agent_150,Agent_150,Agent_150,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23843412,2024-08-02 10:10:41,2024-08-02 10:21:45,2024-08,Phone,AXA FRANCE ADMIN,Network Drive,Access Rights,My Support - Shared Resource,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP NETWORK DRIVE ACCESS RIGHTS,0.18444444444444444,Agent_104,Agent_104,Agent_104,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23843408,2024-08-02 10:10:12,2024-08-02 10:32:51,2024-08,Phone,AXA FRANCE ADMIN,Application,Performance,My Support - Outlook,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP PERFORMANCE LENTEUR,0.3775,Agent_115,Agent_115,Agent_115,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23843313,2024-08-02 10:03:21,2024-08-02 10:17:34,2024-08,Phone,AXA FRANCE ADMIN,Network Drive,Access Rights,My Support – Restauration PRNAS,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP NETWORK DRIVE ACCESS RIGHTS,0.23694444444444446,Agent_099,Agent_099,Agent_099,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23843311,2024-08-02 10:03:19,2024-08-02 10:12:21,2024-08,Phone,AXA FRANCE ADMIN,Network,Connectivity,My support - VPN Win V2,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP CONNECTIVITY NON PHYSICAL,0.15055555555555555,Agent_113,Agent_113,Agent_113,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23843308,2024-08-02 10:03:08,2024-08-02 10:10:18,2024-08,Phone,AXA FRANCE ADMIN,Telephony,Other,My support - ECCO,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,,0.11944444444444445,Agent_104,Agent_104,Agent_104,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23843288,2024-08-02 10:02:02,2024-08-02 10:02:56,2024-08,Phone,AXA FRANCE ADMIN,Flash Call,Other,My support - Call Desk,Production,Closed,Closed,,Call Error,0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,[SILVA] - Procédure - Règles d'utilisation des Templates ,0.015,Agent_099,Agent_099,Agent_099,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23843274,2024-08-02 10:01:15,2024-08-02 10:10:17,2024-08,Phone,AXA FRANCE ADMIN,Access,Access,My support - Active Directory,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP UNLOCK AD ACCOUNT,0.15055555555555555,Agent_150,Agent_150,Agent_150,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23843271,2024-08-02 10:01:14,2024-08-07 16:10:05,2024-08,Phone,AXA FRANCE ADMIN,Network Drive,Access Rights,My Support - Windows,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,False,AFR WP NETWORK DRIVE ACCESS RIGHTS,126.1475,Agent_114,Agent_114,Agent_009,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC23843190,2024-08-02 09:55:12,2024-08-02 11:16:47,2024-08,Phone,AXA FRANCE ADMIN,Matériel,Other,My support - Laptop,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,OSS-VALDEFONTENAY_L1_DSIAF,False,AFR WP  HARDWARE NON FONCTIONNEL ,1.3597222222222223,Agent_002,Agent_129,Agent_129,OSS-VALDEFONTENAY_L1_DSIAF,SD_ADMIN_L1_DSIAF
